Product_Name,Product_Price,Product_Image_URL,Product_Category
True Elements Pancake Mix 250g - With 20% Millet (Jowar) | 2-Minute Pancakes | No Maida | No Baking Soda | No Added Sugar,176,https://m.media-amazon.com/images/I/71hyEiCFZ2L._AC_UL320_.jpg,baking ingredients
"Bob's Red Mill Gluten-free 1 to1 Baking Flour (623gm) | All Purpose Flour for Cakes, Cookies, Bread, Others",730,https://m.media-amazon.com/images/I/71ln70PDuPL._AC_UL320_.jpg,baking ingredients
Betty Crocker French Vanilla Instant Cake Mix Powder| Cake Mix for Kids| No-Preservatives|520g,270,https://m.media-amazon.com/images/I/61y8cob9iZL._AC_UL320_.jpg,baking ingredients
N/A,N/A,,soy lactosefree
N/A,N/A,,soy lactosefree
N/A,N/A,,soy lactosefree
Alt Co Soy Milk 200ml | SOYA Milk | Lactose Free Milk | Gluten Free | Vegan Milk| Non-Dairy | Plant Based Milk | Soy Milk |Dairy Free & Nut Free(pack of 8),270,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81AKIsDPiqL._AC_UL320_.jpg,soy lactosefree
So Good Plant Based Soy Beverage Unsweetened 1 L | Lactose Free | No Added Sugar | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |Non GMO Soybean,114,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/410fy+-chTL._AC_UL320_.jpg,soy lactosefree
So Good Plant Based Soy Beverage Chocolate 1 L| Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,123,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/711XBeEb+kL._AC_UL320_.jpg,soy lactosefree
N/A,N/A,,soy lactosefree
So Good Plant Based Soy Beverage Protein+ 1 L | Plant Protein | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,127,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51gjHjrb1aL._AC_UL320_.jpg,soy lactosefree
Alt Co Soy Milk 1L (pack of 2) | SOYA Milk | Lactose Free Milk | Gluten Free | Vegan Milk| Non-Dairy | Plant Based Milk | Soy Milk |Dairy Free and Nut Free,250,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51L8ImnEfnL._AC_UL320_.jpg,soy lactosefree
So Good Plant Based Soy Beverage Original 1 L | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,145,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61TjnVJ72yL._AC_UL320_.jpg,soy lactosefree
So Good Plant Based Soy Beverage Chocolate 200 ml | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |NON GMO Soybean | Source of Calcium & Vitamins,30,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61rrC63xuTL._AC_UL320_.jpg,soy lactosefree
"HYE FOODS Vegan Soy Drink Mix | Free from GMO, Gluten, and Lactose Great Addition to Protein Shakes and Smoothies 200gms",288,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/7195TvYB3DL._AC_UL320_.jpg,soy lactosefree
So Good Plant Based Soy Beverage Elaichi 1 L | Lactose Free | Gluten Free | No Preservatives | Zero Cholesterol | Dairy Free |Non GMO Soybean | Source of Calcium & Vitamins,145,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Q0yN6hstL._AC_UL320_.jpg,soy lactosefree
N/A,N/A,,soy lactosefree
"Newtreo Coconut Milk Drink | 3 x Chocolate & 3 x Original Flavour Combo| Non Dairy, Gluten, Lactose & Soy Free | Imported from Vietnam | 6 x 250ml cans",479,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81EQJBnAa-L._AC_UL320_.jpg,soy lactosefree
Health on Plants | Plant Based Soy Drink 200ml | (Pack of 6) | Shelf Stable |10 grams Protein Per Bottle| Low carb | Dairy Free | Vegan | Non-dairy | | Lactose Free Milk | Gluten Free,450,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/511MUkruCSL._AC_UL320_.jpg,soy lactosefree
"Sofit Soya Drink Naturally Sugar Free, 1000ml| Vegan Drink |Enriched with plant protein, dietary fibers, vitamins and calcium | Lactose Free | Gluten Free | Preservatives Free",139,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51GnfgwAaDL._AC_UL320_.jpg,soy lactosefree
"Sofit Soya Drink Naturally Sugar Free | Vegan Drink |Enriched with plant protein, dietary fibers, vitamins and calcium | Lactose Free | Gluten Free | Preservatives Free , 180 ML / 200 ML (Weight May Vary)",N/A,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51GCFpjwwdL._AC_UL320_.jpg,soy lactosefree
"Sofit SOYA Drink Vanilla, 1000ml - Pack of 2 (2 x 1000ml)| Vegan Drink |Enriched with Plant Protein, Dietary fibers, Vitamins and Calcium | Lactose Free | Gluten Free | Preservatives Free",249,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51gz6jKL-jL._AC_UL320_.jpg,soy lactosefree
"Sofit Soya Drink Chocolate flavored, 200ml - Pack of 6 (6 x 200ml)| Vegan Drink |Enriched with Goodness of/ Source of plant protein, dietary fibers, vitamins and calcium | Naturally Lactose Free | Naturally Gluten Free | Preservatives Free",197,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51wAIcC5DKL._AC_UL320_.jpg,soy lactosefree
"Sofit SOYA Drink Vanilla, 200ml| Vegan Drink |Enriched with Plant Protein, Dietary fibers, Vitamins and Calcium | Lactose Free | Gluten Free | Preservatives Free",N/A,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51Jf-AqZo+L._AC_UL320_.jpg,soy lactosefree
"Sofit SOYA Drink Vanilla, 1000ml - Pack of 3 (3 x 1000ml)| Vegan Drink |Enriched with Plant Protein, Dietary fibers, Vitamins and Calcium | Lactose Free | Gluten Free | Preservatives Free",408,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51gz6jKL-jL._AC_UL320_.jpg,soy lactosefree
"Sofit SOYA Drink Naturally Sugar Free, 200ml - Pack of 6 (6 x 180ml)| Vegan Drink |Enriched with Plant Protein, Dietary fibers, Vitamins and Calcium | Lactose Free | Gluten Free | Preservatives Free",197,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/813NjF1jQUL._AC_UL320_.jpg,soy lactosefree
"Sofit Soya Drink Chocolate flavored, | Vegan Drink |Enriched with Goodness of/ Source of plant protein, dietary fibers, vitamins and calcium | Naturally Lactose Free | Naturally Gluten Free | Preservatives Free , 180 ML / 200 ML (Weight May Vary)",25,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51fqAm-xG5L._AC_UL320_.jpg,soy lactosefree
Only Earth Unsweetened Oats & Coconut Milk | Lactose-Free | Preservatives Free | Gluten-Free | No Added Sugar | Soya Free | No Trans-Fat | Low Calorie | Vegan | Plant-Based Alternative 1 litre (Pack of 2 Variants),590,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81zX9OPEynL._AC_UL320_.jpg,soy lactosefree
"Urban Platter Soya Milk Powder, 500g [Plant-Based/Milk Alternative, Non-GMO & 49% Protein]",445,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71JDmO9ekLL._AC_UL320_.jpg,soy lactosefree
"Urban Platter Soya Milk Powder, 150g / 5.3oz [Plant-Based/Milk Alternative, Non-GMO & 49% Protein]",245,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61-Pjdc-fyL._AC_UL320_.jpg,soy lactosefree
B Naturall Soya Milk Powder | High in Protein | Vegan | Non-GMO - 100 GM by B Naturall,122,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61onNQXbrLL._AC_UL320_.jpg,soy lactosefree
"Only Earth Oats Beverage | Unsweetened Drink | Lactose Free | Preservatives Free | Plant Based | Dairy Alternative | Source of Calcium | Source of Vitamin B1, B2 & B12 (200ml(Pack of 4))",260,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61NvvMOKbLL._AC_UL320_.jpg,soy lactosefree
Only Earth Almond Milk | Unsweetened Drink | Lactose-Free | Preservatives Free | No Added Sugar | Made with Natural Almond Paste | Source of Fibre | Rich in Vitamin E | Rich Texture of Roasted Almond | Dairy Alternative | No Trans-Fat | Soya Free | Plant-Based Alternative | Imported (1 l(Pack of 4)),840,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81jhGVIjU8L._AC_UL320_.jpg,soy lactosefree
N/A,N/A,,butter
N/A,N/A,,butter
"Amul Butter Pasteurised, 500 g",275,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61vr7r8qqsL._AC_UL320_.jpg,butter
"Amul Butter Pasteurised, 100 g",56,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51KrxEKN58L._AC_UL320_.jpg,butter
"Mother Dairy Butter Pouch, 500 g",259,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61Pf-QPl1jL._AC_UL320_.jpg,butter
N/A,N/A,,butter
"Amul Butter Pasteurised, 200 g",114,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61duEBwvXdL._AC_UL320_.jpg,butter
"Amul School Pack Butter Pasteurised, 100 g",65,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81d7cB6tZsL._AC_UL320_.jpg,butter
"DiSano Peanut Butter, All Natural, Creamy, Unsweetened, 30% Protein, Gluten Free, Non GMO, 1kg",199,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Amk9uswDL._AC_UL320_.jpg,butter
"Mother Dairy Butter - Pasteurised, 100g Box",56,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51oWGnXNtEL._AC_UL320_.jpg,butter
"Amul Butter Unsalted, 100 g Carton",57,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81x+xhRTW2L._AC_UL320_.jpg,butter
"Amul Butter Unsalted, 500 g",285,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51X+rByJs0L._AC_UL320_.jpg,butter
N/A,N/A,,butter
"Sundrop Peanut Butter, Crunchy, 924g",240,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81+67cSDGvL._AC_UL320_.jpg,butter
Pintola All Natural Peanut Butter (Crunchy) | Unsweetened | 30g Protein | Non GMO | Gluten Free | Vegan | Cholesterol Free (350g),165,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71O1Jp3rgEL._AC_UL320_.jpg,butter
"Nutralite Spread Premium Butter, 100 g",49,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71zFOihKNTL._AC_UL320_.jpg,butter
"Saffola Peanut Butter Crunchy| High Protein Peanut Butter | Only Jaggery, No Refined Sugar, 850g/900g",190,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/7156JApg7hL._AC_UL320_.jpg,butter
Nutralite Doodhshakti Probiotic Butter Spread 500g | Made from Creamy Milk | Delicious Taste| Enriched with Probiotics | Supports Gut Health & Immunity | Healthy Breakfast,221.,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81XOcVyu+4L._AC_UL320_.jpg,butter
Sundrop Peanut Butter 100% Natural Crunchy Jar 924 g | Unsweetened |28% Protein | Vegan,199,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71+oAkGhQvL._AC_UL320_.jpg,butter
"MYFITNESS Original Peanut Butter Smooth 1250g | 21g Protein to Boost Energy | Tasty & Healthy Nut Butter Spread | Vegan | Cholesterol Free, Gluten Free | Zero Trans Fat | Smooth Creamy Peanut Butter",499,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61uyrZJyJ2L._AC_UL320_.jpg,butter
"Amul Buttery Spread - Garlic and Herbs, 100g Pack",60,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81-H33-YstL._AC_UL320_.jpg,butter
"Saffola Peanut Butter Creamy | High Protein Peanut Butter | Only Jaggery, No Refined Sugar, 850g / 900g (Weight May Vary)",209,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61MS48qbPGL._AC_UL320_.jpg,butter
"Minimal Pure Cocoa Butter,100Gr",249,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81hj3KUwoJL._AC_UL320_.jpg,butter
"ALPINO Natural Peanut Butter Smooth 400g - Made with 100% Roasted Peanuts - 30g Protein, No Added Sugar & Salt, non-GMO, Gluten Free, Vegan – Plant Based, Unsweetened Peanut Butter Creamy",175,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71e1lP5mmSL._AC_UL320_.jpg,butter
"DiSano Peanut Butter, Creamy, Classic, 25% Protein with Vitamins & Minerals, 700g (2 X 350g)",159,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71UOOfnzIKL._AC_UL320_.jpg,butter
Jus' Amazin Creamy Almond Butter - Unsweetened (500 g) | 25% Protein | Only Whole Almonds (100% Pure) | Zero Additives | Dairy Free Vegan Butter | Keto | Plant Based Nutrition | Clean Nutrition,849,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51qSKquRtpL._AC_UL320_.jpg,butter
"MuscleBlaze High Protein Natural Peanut Butter with Whey Protein Concentrate, Crunchy, 37 g Protein, Unsweetened, No Added Salt, No Preservatives, 750 g",599,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/617PaMAGv3L._AC_UL320_.jpg,butter
"Open Secret Chocolate Peanut Butter | Zero Cholesterol, No Refined Sugar, No Preservatives Added, No Palm Oil, Zero Trans Fat | Made with Jaggery, High Protein | 950G Pack",229,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61pbyJ-UvjL._AC_UL320_.jpg,butter
"Dr.Oetker FUNFOODS Peanut Butter Crunchy 375g, Crunchy",139,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61-0KRCnEyL._AC_UL320_.jpg,butter
"Amul Lite Spread, 500 g",222,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81cH0ZJUkJL._AC_UL320_.jpg,butter
N/A,N/A,,fresh vegetables
N/A,N/A,,fresh vegetables
"Fresh Red Local Carrot, 1kg",35,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41wIHu4bnoL._AC_UL320_.jpg,fresh vegetables
"Fresh Tomato - Local, 1kg",43,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61ZJhcdG7LL._AC_UL320_.jpg,fresh vegetables
"Fresh Onion, 1kg",63,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41Pi5dfvOoL._AC_UL320_.jpg,fresh vegetables
N/A,N/A,,fresh vegetables
"Fresh Peas - Green, 500g",35,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61hXEPGt2OL._AC_UL320_.jpg,fresh vegetables
"Fresh Cauliflower 1 piece, (400 - 600 g)",14,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51BomV2ZiaL._AC_UL320_.jpg,fresh vegetables
"Fresh Potato, 2kg",54,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61yXL70-RaL._AC_UL320_.jpg,fresh vegetables
"Fresh Cabbage, 1 Piece Pack (500gm-800gm)",8,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51vl9RzME3L._AC_UL320_.jpg,fresh vegetables
"Fresh Spinach, 250g",12,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71J4gpncRhL._AC_UL320_.jpg,fresh vegetables
"Fresh Coriander, 100g",6,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71pbtRs3UQL._AC_UL320_.jpg,fresh vegetables
N/A,N/A,,fresh vegetables
"Fresh Potato - Sweet, 500 g",39,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71ofgqWjsCL._AC_UL320_.jpg,fresh vegetables
"Fresh Beet Root, 500g",16,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71XsyPm+xZL._AC_UL320_.jpg,fresh vegetables
"Fresh Chilli - Green, 100g",6,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81dnQAFzn-L._AC_UL320_.jpg,fresh vegetables
"Fresh Beans French, 250g",19,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71xBN6MxBJL._AC_UL320_.jpg,fresh vegetables
"Fresh Radish White with Leaves, 500 g",12,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/416t4fKWZnL._AC_UL320_.jpg,fresh vegetables
"Fresh Mushroom, 200g",45,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71XMKwfQCzL._AC_UL320_.jpg,fresh vegetables
"Fresh Broccoli, 1pc (approx.150-300gm)",20,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/7130Ntft-oL._AC_UL320_.jpg,fresh vegetables
"Fresh Brinjal Nagpur (Gulabi), 500 g",18,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41IxZc+Ke9L._AC_UL320_.jpg,fresh vegetables
"Fresh Ginger, 100g",16,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61SCxbFGpWL._AC_UL320_.jpg,fresh vegetables
"Fresh Cucumber, 500g",26,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71xkI-PIE5L._AC_UL320_.jpg,fresh vegetables
"Fresh Lemon, 250 g",25,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71ptno4aB1L._AC_UL320_.jpg,fresh vegetables
MAVI’s Beetroot Carrot kraut | 200g each,240,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/511kCtL9I9L._AC_UL320_.jpg,fresh vegetables
Fresh Bottle Gourd - 1 Piece (500gm-800gm),28,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51mSuAwCtkL._AC_UL320_.jpg,fresh vegetables
"Fresh Amla, 250gm",16,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/31D14mW8wxL._AC_UL320_.jpg,fresh vegetables
"Fresh Sweet Corn - American, 2 Pieces Pack",32,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71kb4tUZALL._AC_UL320_.jpg,fresh vegetables
"Fresh Tendli, 500g Pack",22,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/613yUiJrDiL._AC_UL320_.jpg,fresh vegetables
"Fresh Parwal, 250 g",17,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71QmZMugWNL._AC_UL320_.jpg,fresh vegetables
N/A,910,,yogurt
N/A,N/A,,yogurt
"Zoh Probiotics Greek Yogurt Starter Culture - Creamy, Tangy, and Nutrient-Packed | Reusable Heirloom Starter for Lifetime Culturing | Beginner-Friendly | Lab Tested for Safety",540,https://m.media-amazon.com/images/I/61d25yNKxML._AC_UL320_.jpg,yogurt
Alla's Posh Flavors Greek Yogurt Culture | Non-GMO | 100% Veg | Make Greek Yogurt at Home Easily (Greek Yogurt)| Amazing Consistency from the FIRST BATCH itself | Make Batch-after-Batch,425,https://m.media-amazon.com/images/I/812PaBg0WeL._AC_UL320_.jpg,yogurt
Alla's Posh Flavors Greek Yogurt Culture | Non-GMO | 100% Veg | Make Greek Yogurt at Home Easily (Greek Yogurt)| Amazing Consistency from the FIRST BATCH itself | Make Batch-after-Batch|Pack of 2,800,https://m.media-amazon.com/images/I/81n-7pyvzIL._AC_UL320_.jpg,yogurt
Zoh Probiotics Yogurt Starter (Yogurt Combo),960,https://m.media-amazon.com/images/I/61JzH21nXEL._AC_UL320_.jpg,yogurt
"Epigamia Natural Greek Yogurt, 400 g",176,https://m.media-amazon.com/images/I/51gc4bxCBuL._AC_UL320_.jpg,yogurt
"Epigamia Blueberry Greek Yogurt, 90 g",52.,https://m.media-amazon.com/images/I/51olkvGcdKL._AC_UL320_.jpg,yogurt
"Epigamia Natural Greek Yogurt, 85 g",52.,https://m.media-amazon.com/images/I/51aKvShNPEL._AC_UL320_.jpg,yogurt
N/A,N/A,,yogurt
"Epigamia Greek Yogurt, Strawberry, 85 g",52.,https://m.media-amazon.com/images/I/51qhDHVcY-L._AC_UL320_.jpg,yogurt
"Epigamia Fruit Yogurt Strawberry, 75g |50% Offer Pack",33.,https://m.media-amazon.com/images/I/41Y26JefpcL._AC_UL320_.jpg,yogurt
"Epigamia Fruit Yogurt Mango, 75g |50% Offer Pack",33.,https://m.media-amazon.com/images/I/51X5e9fCyCL._AC_UL320_.jpg,yogurt
"Mamie Yova French Yogurt Strawberry, 90 g",27.,https://m.media-amazon.com/images/I/41Z+T4a93IS._AC_UL320_.jpg,yogurt
"Epigamia Alphonso Mango Greek Yogurt, 85 g",52.,https://m.media-amazon.com/images/I/51GEn0jAxmL._AC_UL320_.jpg,yogurt
"Epigamia Wild Raspberry Greek Yogurt, 85 g",52.,https://m.media-amazon.com/images/I/51B5k1VyTLL._AC_UL320_.jpg,yogurt
N/A,N/A,,yogurt
"Mamie Yova Lychee French Yogurt, 90 g",35.,https://m.media-amazon.com/images/I/413vhv7HIjS._AC_UL320_.jpg,yogurt
"Epigamia Vanilla Bean Greek Yogurt, 85 g",52.,https://m.media-amazon.com/images/I/51UtvLO4Q0L._AC_UL320_.jpg,yogurt
"Milky Mist Yoghurt Mango, 100 g",60,https://m.media-amazon.com/images/I/71ze2X+PuzL._AC_UL320_.jpg,yogurt
"Mamie Yova Blueberry French Yogurt, 90 g",35.,https://m.media-amazon.com/images/I/41exusfEv9S._AC_UL320_.jpg,yogurt
"Epigamia Strawberry Greek Yogurt, 110 g",80,https://m.media-amazon.com/images/I/51Xz7bt2EwL._AC_UL320_.jpg,yogurt
"Mother Dairy Yoghurt Bluebery, 100 g Pack",35,https://m.media-amazon.com/images/I/41PjRKHYnmL._AC_UL320_.jpg,yogurt
"Highland farms Yogurt | Low Fat Yogurt | Aravalli Grazed A2 Cow Milk | Free range, Free fed | Traditional methods | High in Protein | 500g",129,https://m.media-amazon.com/images/I/51e1u2q9WiL._AC_UL320_.jpg,yogurt
"HandS Flavoured Coconut Yogurt - Dairy Free All Natural | Includes Fresh Fruit Pulp & Palm Sugar Crystal | No added Preservatives or Chemicals | Plant Based Vegan Drink (Ice Apple, Pack of 1)",100,https://m.media-amazon.com/images/I/61W8uY7L-7L._AC_UL320_.jpg,yogurt
